employee_id,first_name,last_name,age,gender,department,job_title,education,experience_years,salary,attrition,attrition_date,hire_date,technical_background,performance_rating,work_life_balance,overtime,travel_frequently,training_times_last_year
649,Employee649,LastName649,45,Male,Operations,Production Manager,Master,3,104105,No,,2012-05-11,No,2,3,Yes,Yes,7
650,Employee650,LastName650,62,Male,HR,Recruiter,Bachelor,15,96992,No,,2018-07-20,No,1,1,No,Yes,2
651,Employee651,LastName651,53,Female,R&D,Principal Scientist,Bachelor,15,106707,Yes,2015-04-18,2011-07-13,Yes,3,2,Yes,Yes,9
652,Employee652,LastName652,40,Male,HR,HR Specialist,Bachelor,4,133000,No,,2021-12-28,No,1,3,Yes,No,5
653,Employee653,LastName653,24,Male,IT,Backend Developer,PhD,18,129018,No,,2014-11-06,Yes,1,4,No,No,0
654,Employee654,LastName654,25,Male,Sales,Sales Director,Bachelor,13,71212,No,,2014-07-11,No,1,1,No,Yes,0
655,Employee655,LastName655,65,Male,R&D,Principal Engineer,PhD,3,66895,No,,2014-12-12,Yes,1,4,Yes,No,5
656,Employee656,LastName656,61,Male,Sales,Account Manager,Bachelor,7,75462,No,,2022-02-24,No,2,1,No,No,2
657,Employee657,LastName657,63,Female,HR,Recruiter,Bachelor,11,53652,No,,2010-04-09,No,3,5,No,Yes,1
658,Employee658,LastName658,41,Female,IT,Backend Developer,PhD,20,148712,No,,2021-03-16,Yes,5,2,No,Yes,9
659,Employee659,LastName659,65,Female,R&D,Principal Scientist,Bachelor,5,88922,Yes,2021-10-19,2017-06-13,No,1,5,No,No,8
660,Employee660,LastName660,54,Male,Marketing,Product Manager,Bachelor,19,85481,No,,2010-04-19,No,2,4,Yes,Yes,0
661,Employee661,LastName661,53,Female,IT,Data Analyst,PhD,10,123390,Yes,2015-10-04,2014-07-13,Yes,4,3,Yes,No,5
662,Employee662,LastName662,55,Male,Marketing,Content Manager,PhD,14,88420,No,,2016-06-21,No,3,2,Yes,Yes,10
663,Employee663,LastName663,60,Male,IT,Backend Developer,Bachelor,13,53469,No,,2021-09-11,No,4,1,Yes,Yes,10
664,Employee664,LastName664,30,Male,IT,Data Analyst,PhD,3,55245,No,,2013-11-23,Yes,4,4,No,Yes,3
665,Employee665,LastName665,33,Female,IT,Backend Developer,Bachelor,20,80633,No,,2015-08-02,No,4,1,No,No,6
666,Employee666,LastName666,50,Female,IT,Data Analyst,Master,14,47596,No,,2021-05-02,No,4,4,Yes,No,9
667,Employee667,LastName667,57,Male,Sales,Sales Director,Master,6,82122,No,,2015-10-09,No,4,5,No,Yes,5
668,Employee668,LastName668,34,Female,IT,Full Stack Developer,Master,5,99502,Yes,2019-03-02,2014-04-03,No,4,3,No,No,4
669,Employee669,LastName669,48,Male,Marketing,Product Manager,Bachelor,2,70457,No,,2012-10-16,No,4,3,No,No,10
670,Employee670,LastName670,25,Female,Marketing,Content Manager,Master,13,49522,No,,2019-07-06,No,3,1,Yes,No,9
671,Employee671,LastName671,38,Male,Finance,Accountant,Bachelor,8,60300,No,,2023-07-04,No,1,4,No,Yes,8
672,Employee672,LastName672,32,Female,IT,QA Engineer,Master,14,141198,No,,2015-09-03,No,4,1,Yes,No,2
673,Employee673,LastName673,47,Male,R&D,Research Scientist,Bachelor,10,54154,No,,2010-02-22,No,4,5,No,No,6
674,Employee674,LastName674,45,Male,IT,Full Stack Developer,PhD,6,72862,Yes,2014-02-11,2013-01-05,Yes,2,2,Yes,Yes,3
675,Employee675,LastName675,50,Female,R&D,Senior Engineer,Master,20,56233,No,,2012-06-13,Yes,4,1,No,Yes,5
676,Employee676,LastName676,52,Male,HR,HR Manager,PhD,16,121342,Yes,2013-10-31,2012-04-05,No,1,1,Yes,Yes,6
677,Employee677,LastName677,53,Female,Sales,Sales Director,Master,16,134372,No,,2017-07-23,No,3,3,Yes,No,10
678,Employee678,LastName678,61,Female,Finance,Financial Analyst,Bachelor,2,104889,No,,2017-12-26,No,4,2,Yes,Yes,8
679,Employee679,LastName679,45,Male,R&D,Research Scientist,PhD,15,87229,Yes,2024-06-10,2020-08-28,Yes,1,3,Yes,No,10
680,Employee680,LastName680,60,Male,Finance,Financial Analyst,Master,16,101087,No,,2018-12-23,No,4,1,No,No,9
681,Employee681,LastName681,55,Male,IT,DevOps Engineer,PhD,19,116925,Yes,2024-03-10,2021-04-26,Yes,4,2,No,Yes,7
682,Employee682,LastName682,37,Male,Marketing,Marketing Specialist,Bachelor,7,102002,No,,2013-10-28,No,1,2,No,No,4
683,Employee683,LastName683,64,Female,IT,Software Engineer,PhD,16,88620,No,,2012-10-05,No,2,5,Yes,No,6
684,Employee684,LastName684,63,Female,Marketing,Content Manager,Master,18,60163,No,,2019-10-20,No,3,1,Yes,Yes,5
685,Employee685,LastName685,29,Male,Marketing,Digital Marketing Specialist,PhD,19,141589,Yes,2020-02-01,2018-04-01,No,1,3,Yes,Yes,6
686,Employee686,LastName686,45,Female,Finance,Budget Analyst,Bachelor,5,58970,No,,2021-08-28,No,4,1,No,No,2
687,Employee687,LastName687,36,Female,Operations,Supply Chain Manager,PhD,16,132208,Yes,2021-11-22,2020-03-22,No,1,5,No,No,8
688,Employee688,LastName688,39,Male,Marketing,Content Manager,Master,19,83206,No,,2020-09-23,No,4,1,No,Yes,3
689,Employee689,LastName689,25,Male,Operations,Production Manager,PhD,6,65865,No,,2020-12-07,No,1,5,No,No,6
690,Employee690,LastName690,44,Female,Marketing,Brand Manager,Master,13,136275,Yes,2022-12-05,2018-10-09,No,2,5,No,Yes,2
691,Employee691,LastName691,41,Male,R&D,Principal Scientist,Master,15,63982,No,,2013-09-02,No,2,2,Yes,Yes,5
692,Employee692,LastName692,65,Male,Marketing,Digital Marketing Specialist,PhD,5,67049,No,,2018-06-12,No,1,1,No,No,2
693,Employee693,LastName693,54,Male,HR,HR Specialist,PhD,11,139706,No,,2023-04-24,No,4,2,Yes,Yes,3
694,Employee694,LastName694,41,Female,Finance,Senior Analyst,PhD,20,149244,No,,2013-11-14,No,1,4,No,No,10
695,Employee695,LastName695,45,Female,Marketing,Digital Marketing Specialist,PhD,1,132659,Yes,2013-06-16,2012-09-10,No,5,2,Yes,No,4
696,Employee696,LastName696,59,Male,Marketing,Digital Marketing Specialist,Master,6,119897,No,,2018-08-12,No,2,1,No,Yes,8
697,Employee697,LastName697,23,Female,IT,Software Engineer,PhD,13,121640,No,,2022-06-22,No,5,1,Yes,Yes,2
698,Employee698,LastName698,22,Male,Operations,Operations Manager,Bachelor,18,61884,No,,2020-01-12,No,5,2,Yes,Yes,8
699,Employee699,LastName699,27,Male,R&D,Senior Research Scientist,PhD,4,45011,Yes,2024-06-26,2021-05-09,Yes,2,3,Yes,No,10
700,Employee700,LastName700,30,Female,Sales,Sales Director,PhD,19,115544,No,,2020-12-31,No,5,2,Yes,Yes,3
701,Employee701,LastName701,31,Male,HR,Training Specialist,PhD,10,73316,No,,2014-10-30,No,5,3,No,Yes,9
702,Employee702,LastName702,57,Male,Finance,Accountant,Master,9,104777,No,,2015-11-06,No,1,3,No,Yes,8
703,Employee703,LastName703,62,Male,IT,Full Stack Developer,Bachelor,9,86465,No,,2014-04-28,Yes,4,4,Yes,Yes,1
704,Employee704,LastName704,56,Male,R&D,Tech Lead,Master,4,146983,Yes,2024-03-24,2022-04-20,Yes,3,2,Yes,No,0
705,Employee705,LastName705,36,Female,HR,HR Manager,Bachelor,13,114006,No,,2012-05-10,No,3,5,No,Yes,8
706,Employee706,LastName706,57,Female,R&D,Tech Lead,Master,9,68681,Yes,2023-12-23,2023-08-17,Yes,3,5,No,No,9
707,Employee707,LastName707,22,Female,IT,Full Stack Developer,PhD,17,141393,No,,2013-06-27,Yes,3,1,No,Yes,10
708,Employee708,LastName708,51,Female,Sales,Account Manager,PhD,6,82594,No,,2019-11-05,No,3,4,Yes,No,10
709,Employee709,LastName709,41,Male,Operations,Operations Manager,Bachelor,14,140676,No,,2017-01-05,No,2,1,Yes,Yes,1
710,Employee710,LastName710,57,Female,Marketing,Digital Marketing Specialist,PhD,16,111674,No,,2010-03-29,No,2,4,No,Yes,6
711,Employee711,LastName711,22,Male,HR,HR Specialist,PhD,14,131661,No,,2021-12-26,No,5,5,Yes,No,2
712,Employee712,LastName712,33,Male,Marketing,Product Manager,Master,3,51672,No,,2018-03-26,No,4,4,No,Yes,5
713,Employee713,LastName713,65,Female,HR,HR Manager,Master,8,84213,No,,2022-02-03,No,4,3,No,Yes,0
714,Employee714,LastName714,35,Female,Marketing,Marketing Specialist,Master,10,125969,No,,2021-07-25,No,4,1,No,Yes,9
715,Employee715,LastName715,41,Female,Finance,Accountant,Master,12,91469,Yes,2017-06-23,2012-05-27,No,1,1,No,No,3
716,Employee716,LastName716,48,Male,HR,HR Coordinator,Bachelor,4,106695,Yes,2025-04-29,2020-12-06,No,4,3,No,No,6
717,Employee717,LastName717,28,Female,IT,Software Engineer,Master,15,137958,Yes,2021-12-02,2019-11-09,No,2,1,Yes,No,0
718,Employee718,LastName718,48,Female,IT,Backend Developer,Master,11,60570,Yes,2011-11-27,2010-09-16,No,4,4,No,Yes,5
719,Employee719,LastName719,54,Female,Operations,Operations Manager,Bachelor,13,65387,Yes,2013-08-19,2012-12-12,No,3,5,Yes,Yes,0
720,Employee720,LastName720,49,Female,Marketing,Brand Manager,Master,20,108691,No,,2010-03-07,No,1,4,Yes,Yes,8
721,Employee721,LastName721,39,Male,IT,Backend Developer,Master,4,71006,No,,2015-11-29,Yes,4,1,Yes,Yes,9
722,Employee722,LastName722,36,Male,Marketing,Brand Manager,Bachelor,4,64163,No,,2012-12-19,No,4,1,Yes,Yes,0
723,Employee723,LastName723,55,Female,Finance,Senior Analyst,Master,10,53041,No,,2015-03-11,No,5,4,Yes,No,1
724,Employee724,LastName724,39,Female,R&D,Principal Engineer,Bachelor,12,45070,Yes,2024-06-23,2019-05-18,Yes,1,3,Yes,No,7
725,Employee725,LastName725,49,Male,R&D,Tech Lead,Master,6,59618,No,,2015-08-29,No,1,1,Yes,No,5
726,Employee726,LastName726,59,Female,Marketing,Brand Manager,Bachelor,17,121588,No,,2023-07-25,No,4,1,Yes,Yes,10
727,Employee727,LastName727,24,Male,Marketing,Digital Marketing Specialist,Bachelor,19,54814,No,,2014-04-10,No,5,5,No,No,7
728,Employee728,LastName728,56,Male,Operations,Production Manager,PhD,5,90526,Yes,2013-05-29,2010-12-25,No,3,4,Yes,No,1
729,Employee729,LastName729,55,Female,Finance,Accountant,Master,17,50956,Yes,2012-02-10,2010-06-29,No,5,1,Yes,No,7
730,Employee730,LastName730,32,Male,Marketing,Digital Marketing Specialist,Master,15,124589,No,,2021-06-04,No,3,2,Yes,Yes,2
731,Employee731,LastName731,59,Male,Sales,Sales Director,Master,1,73879,No,,2021-07-02,No,3,3,Yes,Yes,3
732,Employee732,LastName732,40,Male,HR,HR Coordinator,Bachelor,2,80446,No,,2013-04-28,No,1,2,Yes,Yes,0
733,Employee733,LastName733,62,Female,Marketing,Product Manager,Master,20,139644,No,,2018-04-12,No,2,4,No,No,0
734,Employee734,LastName734,44,Male,Marketing,Marketing Specialist,PhD,8,131155,No,,2016-04-10,No,5,1,No,No,10
735,Employee735,LastName735,50,Male,Marketing,Product Manager,PhD,8,143683,No,,2017-04-10,No,4,2,No,Yes,6
736,Employee736,LastName736,52,Male,R&D,Research Director,PhD,3,109293,Yes,2022-03-29,2021-02-14,Yes,2,3,Yes,No,2
737,Employee737,LastName737,65,Female,IT,Data Analyst,Master,20,129557,Yes,2014-09-12,2014-03-19,No,4,1,Yes,Yes,9
738,Employee738,LastName738,46,Female,HR,HR Manager,Bachelor,1,77550,No,,2012-06-20,No,1,3,Yes,Yes,0
739,Employee739,LastName739,56,Male,Operations,Logistics Manager,PhD,11,103238,No,,2011-11-28,No,2,3,No,No,2
740,Employee740,LastName740,56,Male,IT,Software Engineer,PhD,9,83894,Yes,2026-11-25,2022-03-12,Yes,1,5,No,Yes,0
741,Employee741,LastName741,36,Male,IT,Data Analyst,PhD,14,95429,Yes,2022-05-27,2018-08-24,No,1,4,Yes,Yes,3
742,Employee742,LastName742,44,Female,HR,HR Manager,Bachelor,3,124233,Yes,2022-09-28,2017-06-26,No,2,2,No,No,9
743,Employee743,LastName743,31,Female,IT,DevOps Engineer,Master,10,131734,No,,2016-06-09,Yes,3,3,Yes,Yes,2
744,Employee744,LastName744,42,Male,Operations,Logistics Manager,Bachelor,5,59832,No,,2018-10-05,No,5,4,No,Yes,1
745,Employee745,LastName745,33,Male,R&D,Senior Research Scientist,PhD,13,149005,Yes,2020-05-14,2017-11-28,No,3,2,Yes,No,6
746,Employee746,LastName746,56,Female,Sales,Sales Representative,Master,18,55959,No,,2021-01-18,No,5,4,Yes,Yes,3
747,Employee747,LastName747,35,Male,R&D,Senior Engineer,Bachelor,1,90789,Yes,2023-07-31,2018-02-16,Yes,3,2,No,No,2
748,Employee748,LastName748,37,Female,Operations,Operations Manager,PhD,7,137269,Yes,2015-11-22,2015-01-14,No,2,4,Yes,No,5
749,Employee749,LastName749,64,Male,HR,Training Specialist,Bachelor,19,48956,No,,2011-08-28,No,2,3,Yes,Yes,3
750,Employee750,LastName750,58,Male,HR,Recruiter,PhD,14,63364,No,,2013-05-11,No,5,3,No,No,5
751,Employee751,LastName751,40,Male,Finance,Financial Analyst,PhD,4,143452,Yes,2017-03-07,2013-07-01,No,2,5,Yes,Yes,6
752,Employee752,LastName752,65,Female,Operations,Production Manager,PhD,15,110781,No,,2022-06-06,No,3,2,No,Yes,4
753,Employee753,LastName753,30,Female,HR,HR Specialist,Master,7,69077,No,,2018-12-25,No,5,5,Yes,No,7
754,Employee754,LastName754,46,Female,R&D,Research Director,Master,6,59208,No,,2011-03-24,No,1,1,No,No,0
755,Employee755,LastName755,32,Female,IT,DevOps Engineer,Bachelor,18,117311,Yes,2015-10-26,2012-05-22,Yes,2,1,Yes,No,1
756,Employee756,LastName756,58,Male,Sales,Sales Director,Bachelor,16,91746,Yes,2011-08-18,2011-01-10,No,3,4,Yes,No,6
757,Employee757,LastName757,30,Female,Marketing,Product Manager,Bachelor,4,110821,No,,2017-06-07,No,2,1,No,No,9
758,Employee758,LastName758,40,Male,Operations,Operations Manager,PhD,6,57227,No,,2013-05-26,No,2,2,Yes,Yes,8
759,Employee759,LastName759,50,Female,Sales,Account Manager,Bachelor,5,138423,No,,2017-08-09,No,4,2,Yes,Yes,2
760,Employee760,LastName760,28,Female,Sales,Sales Director,PhD,1,149514,No,,2013-03-14,No,1,4,Yes,No,5
761,Employee761,LastName761,32,Female,IT,Software Engineer,Bachelor,3,68486,No,,2016-04-13,No,4,3,No,No,7
762,Employee762,LastName762,29,Male,Marketing,Brand Manager,Master,19,98612,Yes,2025-11-06,2020-12-13,No,5,2,No,No,8
763,Employee763,LastName763,45,Female,Operations,Production Manager,PhD,3,50593,No,,2019-04-08,No,5,1,Yes,Yes,2
764,Employee764,LastName764,40,Male,Operations,Operations Manager,Bachelor,13,95885,No,,2013-07-20,No,4,1,No,No,7
765,Employee765,LastName765,28,Female,Marketing,Digital Marketing Specialist,Master,3,71145,No,,2014-01-16,No,4,3,Yes,No,5
766,Employee766,LastName766,35,Female,Sales,Sales Manager,PhD,16,65413,No,,2012-07-25,No,4,2,Yes,No,9
767,Employee767,LastName767,25,Female,HR,HR Specialist,Bachelor,12,72720,No,,2019-08-25,No,1,4,No,No,10
768,Employee768,LastName768,31,Male,IT,Backend Developer,Master,3,100013,No,,2016-02-22,No,5,2,No,Yes,0
769,Employee769,LastName769,43,Female,HR,Recruiter,Master,10,107324,No,,2013-09-09,No,5,2,No,No,9
770,Employee770,LastName770,57,Male,Finance,Budget Analyst,PhD,20,63955,Yes,2018-04-12,2014-06-15,No,3,3,Yes,Yes,7
771,Employee771,LastName771,42,Female,IT,Full Stack Developer,Bachelor,4,128138,Yes,2023-04-01,2019-02-12,Yes,4,5,Yes,Yes,3
772,Employee772,LastName772,48,Male,Marketing,Content Manager,Master,18,72494,No,,2013-09-22,No,2,5,Yes,No,5
773,Employee773,LastName773,41,Female,HR,Recruiter,Master,17,98790,No,,2012-10-18,No,3,3,No,No,1
774,Employee774,LastName774,49,Female,IT,QA Engineer,Master,12,95012,No,,2013-12-20,Yes,3,4,No,Yes,1
775,Employee775,LastName775,27,Male,Operations,Operations Manager,PhD,1,103209,Yes,2023-07-06,2019-03-24,No,5,5,Yes,No,6
776,Employee776,LastName776,51,Male,IT,Software Engineer,Master,18,149038,Yes,2023-06-06,2018-07-19,No,4,4,No,Yes,5
777,Employee777,LastName777,54,Male,Operations,Production Manager,Master,10,149220,No,,2016-01-02,No,4,2,Yes,No,0
778,Employee778,LastName778,31,Male,HR,Training Specialist,Master,12,88920,No,,2021-08-22,No,2,5,No,Yes,8
779,Employee779,LastName779,61,Male,Finance,Budget Analyst,Master,13,61891,No,,2011-02-27,No,4,2,No,No,8
780,Employee780,LastName780,36,Female,IT,Backend Developer,Master,4,117470,No,,2012-10-31,No,2,3,Yes,Yes,1
781,Employee781,LastName781,22,Female,HR,Training Specialist,Bachelor,19,119946,Yes,2017-06-25,2013-06-07,No,4,1,Yes,No,10
782,Employee782,LastName782,33,Female,Marketing,Product Manager,Bachelor,8,140199,No,,2014-12-22,No,4,3,Yes,No,1
783,Employee783,LastName783,62,Male,IT,Software Engineer,Bachelor,19,82022,Yes,2017-08-07,2012-04-27,Yes,3,2,Yes,Yes,7
784,Employee784,LastName784,35,Female,Operations,Operations Manager,Master,13,54643,No,,2012-04-04,No,4,1,Yes,No,6
785,Employee785,LastName785,32,Female,R&D,Senior Engineer,Master,6,90453,Yes,2017-10-13,2016-09-13,Yes,4,5,Yes,Yes,8
786,Employee786,LastName786,29,Female,Marketing,Product Manager,PhD,7,144740,Yes,2023-10-22,2023-08-06,No,2,2,No,Yes,3
787,Employee787,LastName787,30,Female,HR,HR Specialist,Master,8,80870,No,,2011-11-15,No,4,2,Yes,No,8
788,Employee788,LastName788,51,Female,Marketing,Digital Marketing Specialist,Bachelor,16,77780,No,,2019-10-13,No,2,2,No,No,1
789,Employee789,LastName789,32,Female,Sales,Account Manager,Master,7,123162,No,,2020-12-10,No,3,3,Yes,No,6
790,Employee790,LastName790,45,Female,IT,QA Engineer,Master,3,83466,Yes,2020-05-08,2020-01-30,No,5,5,No,No,0
791,Employee791,LastName791,42,Male,HR,HR Manager,Bachelor,14,131108,No,,2014-03-04,No,3,3,Yes,No,1
792,Employee792,LastName792,22,Female,HR,HR Coordinator,Bachelor,11,118615,No,,2014-10-18,No,1,4,No,Yes,8
793,Employee793,LastName793,57,Male,IT,QA Engineer,PhD,9,100279,No,,2023-08-20,Yes,4,3,No,Yes,3
794,Employee794,LastName794,53,Female,HR,HR Manager,Master,2,67431,No,,2016-02-27,No,5,3,No,Yes,9
795,Employee795,LastName795,23,Female,HR,HR Coordinator,Bachelor,19,97797,No,,2010-02-08,No,1,5,Yes,No,10
796,Employee796,LastName796,52,Male,HR,HR Coordinator,Master,4,143787,No,,2019-04-24,No,3,4,Yes,No,7
797,Employee797,LastName797,47,Male,Sales,Sales Manager,Master,10,125999,No,,2020-03-12,No,1,1,Yes,Yes,0
798,Employee798,LastName798,42,Male,IT,QA Engineer,Bachelor,14,135209,Yes,2016-03-25,2015-01-29,No,1,3,Yes,Yes,0
799,Employee799,LastName799,38,Male,R&D,Principal Scientist,Bachelor,11,61552,Yes,2019-07-20,2018-07-07,Yes,3,2,No,No,10
800,Employee800,LastName800,58,Male,HR,HR Coordinator,PhD,16,108269,No,,2020-12-28,No,2,1,No,No,1
801,Employee801,LastName801,64,Male,R&D,Research Director,Bachelor,7,132883,Yes,2014-08-09,2011-10-02,Yes,2,4,No,Yes,7
802,Employee802,LastName802,35,Female,HR,HR Coordinator,Master,19,137866,No,,2021-11-01,No,4,2,Yes,Yes,3
803,Employee803,LastName803,50,Female,R&D,Senior Engineer,Master,20,100455,Yes,2023-11-04,2021-07-08,Yes,2,3,Yes,Yes,7
804,Employee804,LastName804,37,Male,HR,HR Manager,Master,1,131754,No,,2020-05-03,No,5,4,No,No,1
805,Employee805,LastName805,44,Male,Sales,Account Manager,PhD,14,88743,Yes,2017-08-27,2014-10-04,No,1,4,No,No,1
806,Employee806,LastName806,49,Female,HR,HR Specialist,PhD,7,81166,No,,2016-08-05,No,5,5,No,No,1
807,Employee807,LastName807,63,Male,Marketing,Marketing Specialist,Bachelor,8,120396,No,,2012-06-28,No,3,2,Yes,Yes,4
808,Employee808,LastName808,47,Female,IT,Full Stack Developer,Bachelor,13,67417,Yes,2016-12-21,2012-04-09,No,2,3,No,No,0
809,Employee809,LastName809,54,Male,HR,HR Specialist,Bachelor,20,86302,No,,2020-09-10,No,1,2,Yes,No,7
810,Employee810,LastName810,64,Male,IT,DevOps Engineer,Bachelor,16,67377,No,,2019-08-07,Yes,1,5,No,No,9
811,Employee811,LastName811,37,Female,HR,Training Specialist,PhD,16,83097,Yes,2012-08-19,2012-06-15,No,2,5,Yes,Yes,1
812,Employee812,LastName812,43,Female,HR,Training Specialist,Master,15,131954,No,,2021-01-02,No,4,3,No,No,0
813,Employee813,LastName813,41,Female,Operations,Logistics Manager,Bachelor,11,80381,No,,2021-08-13,No,5,1,Yes,No,3
814,Employee814,LastName814,44,Male,Marketing,Digital Marketing Specialist,Master,16,72041,No,,2010-09-11,No,1,2,No,Yes,4
815,Employee815,LastName815,55,Female,Marketing,Brand Manager,Master,6,96252,No,,2015-12-14,No,5,4,No,No,3
816,Employee816,LastName816,61,Female,HR,Training Specialist,Master,4,82802,No,,2019-09-21,No,1,1,No,Yes,7
817,Employee817,LastName817,55,Male,Marketing,Brand Manager,Master,10,82782,No,,2022-07-09,No,1,3,Yes,No,0
818,Employee818,LastName818,59,Female,IT,Full Stack Developer,Master,4,131540,No,,2011-03-12,Yes,1,1,No,Yes,5
819,Employee819,LastName819,27,Male,R&D,Senior Research Scientist,PhD,9,55579,No,,2013-03-14,Yes,3,2,Yes,No,5
820,Employee820,LastName820,49,Female,IT,QA Engineer,Master,13,67715,No,,2012-03-14,No,5,4,No,Yes,10
821,Employee821,LastName821,38,Male,Operations,Production Manager,Master,5,56219,No,,2019-05-04,No,3,5,No,Yes,6
822,Employee822,LastName822,28,Female,Operations,Production Manager,PhD,5,134805,No,,2021-10-23,No,3,4,No,No,7
823,Employee823,LastName823,51,Female,Finance,Senior Analyst,Bachelor,1,144071,Yes,2026-12-01,2022-07-15,No,2,5,No,Yes,9
824,Employee824,LastName824,30,Female,Sales,Sales Director,Bachelor,20,144003,No,,2022-03-09,No,4,2,No,Yes,7
825,Employee825,LastName825,25,Female,Operations,Operations Manager,Master,3,122901,No,,2011-03-25,No,1,3,No,No,0
826,Employee826,LastName826,35,Male,HR,Recruiter,Bachelor,17,74300,No,,2013-03-26,No,2,3,No,Yes,7
827,Employee827,LastName827,29,Male,Sales,Sales Manager,PhD,3,57696,Yes,2015-01-07,2010-01-01,No,2,2,Yes,No,0
828,Employee828,LastName828,47,Female,Operations,Logistics Manager,Bachelor,2,75792,No,,2012-09-24,No,5,3,No,Yes,6
829,Employee829,LastName829,33,Male,IT,Full Stack Developer,Master,5,83015,Yes,2019-08-21,2015-05-26,Yes,3,1,No,No,10
830,Employee830,LastName830,46,Female,R&D,Research Scientist,Master,4,104910,Yes,2022-11-14,2020-05-28,Yes,1,5,No,Yes,9
831,Employee831,LastName831,63,Male,R&D,Principal Engineer,Master,20,139773,Yes,2025-02-19,2019-12-21,No,4,3,Yes,Yes,5
832,Employee832,LastName832,44,Male,Sales,Sales Representative,PhD,17,64844,No,,2018-10-05,No,3,5,No,No,2
833,Employee833,LastName833,47,Female,R&D,Research Manager,PhD,3,113869,Yes,2023-07-30,2020-11-06,Yes,3,2,No,No,9
834,Employee834,LastName834,26,Female,Sales,Sales Representative,Bachelor,2,57653,No,,2010-08-30,No,1,4,No,No,3
835,Employee835,LastName835,28,Male,Operations,Logistics Manager,Bachelor,6,53116,No,,2018-08-13,No,5,3,Yes,Yes,1
836,Employee836,LastName836,60,Female,Finance,Senior Analyst,Master,1,62460,No,,2013-11-26,No,5,5,Yes,Yes,4
837,Employee837,LastName837,65,Female,Finance,Accountant,Master,10,114275,No,,2015-01-22,No,2,1,Yes,Yes,3
838,Employee838,LastName838,22,Male,HR,HR Manager,Master,12,69288,No,,2019-02-25,No,5,4,Yes,Yes,9
839,Employee839,LastName839,54,Female,Operations,Supply Chain Manager,Bachelor,12,102524,No,,2017-12-30,No,4,4,Yes,Yes,2
840,Employee840,LastName840,28,Female,Operations,Production Manager,Bachelor,4,74362,No,,2021-03-09,No,3,3,No,No,1
841,Employee841,LastName841,40,Male,Operations,Production Manager,Master,3,126087,No,,2021-12-26,No,1,5,Yes,No,4
842,Employee842,LastName842,24,Male,Marketing,Brand Manager,Bachelor,11,63256,No,,2019-06-15,No,2,5,No,Yes,3
843,Employee843,LastName843,58,Male,Finance,Financial Analyst,Master,20,123400,No,,2010-10-17,No,5,1,No,Yes,4
844,Employee844,LastName844,28,Male,Marketing,Brand Manager,Master,2,107599,No,,2021-02-20,No,3,2,Yes,Yes,0
845,Employee845,LastName845,56,Male,Operations,Operations Manager,PhD,20,108199,No,,2018-07-05,No,1,4,No,Yes,6
846,Employee846,LastName846,57,Female,Marketing,Product Manager,Master,5,91109,No,,2012-08-04,No,2,3,No,Yes,3
847,Employee847,LastName847,59,Male,IT,Software Engineer,PhD,1,77757,No,,2015-02-04,Yes,1,1,Yes,Yes,7
848,Employee848,LastName848,24,Female,IT,DevOps Engineer,Bachelor,11,124445,No,,2017-11-04,Yes,4,4,Yes,Yes,1
849,Employee849,LastName849,53,Male,R&D,Research Manager,Master,12,130674,Yes,2016-09-19,2014-12-10,No,2,5,No,No,8
850,Employee850,LastName850,25,Male,Sales,Account Manager,Master,12,55282,No,,2019-03-20,No,2,2,Yes,No,8
851,Employee851,LastName851,45,Male,IT,Backend Developer,Master,5,59973,No,,2010-10-21,No,1,4,Yes,No,4
852,Employee852,LastName852,41,Female,Sales,Account Manager,Master,3,47470,No,,2011-05-05,No,4,4,No,Yes,3
853,Employee853,LastName853,33,Female,IT,QA Engineer,Master,14,48406,Yes,2023-09-26,2021-12-11,Yes,5,3,No,Yes,0
854,Employee854,LastName854,49,Female,R&D,Research Manager,Master,2,100552,Yes,2017-11-14,2012-06-13,No,5,5,No,Yes,6
855,Employee855,LastName855,30,Male,Finance,Financial Manager,Bachelor,1,77759,No,,2016-04-18,No,5,3,No,No,0
856,Employee856,LastName856,45,Female,Sales,Sales Manager,Bachelor,9,85225,No,,2015-08-15,No,5,3,No,Yes,7
857,Employee857,LastName857,50,Male,Finance,Senior Analyst,PhD,1,117955,Yes,2022-07-22,2020-06-18,No,2,4,Yes,Yes,4
858,Employee858,LastName858,26,Female,Sales,Sales Director,Master,15,109871,No,,2014-01-12,No,2,2,Yes,Yes,9
859,Employee859,LastName859,36,Male,Marketing,Product Manager,Master,4,121007,No,,2010-11-12,No,3,1,Yes,Yes,4
860,Employee860,LastName860,65,Male,R&D,Tech Lead,Bachelor,12,55155,No,,2022-02-14,Yes,5,4,Yes,Yes,3
861,Employee861,LastName861,58,Female,IT,Data Analyst,Bachelor,12,87800,Yes,2021-10-20,2019-05-01,No,5,3,No,No,10
862,Employee862,LastName862,40,Female,R&D,Principal Engineer,PhD,20,48346,Yes,2011-01-12,2010-09-13,No,1,5,Yes,No,8
863,Employee863,LastName863,35,Female,Marketing,Content Manager,Master,13,144957,Yes,2027-03-23,2023-01-26,No,1,1,Yes,No,8
864,Employee864,LastName864,55,Male,Marketing,Product Manager,PhD,2,102805,No,,2023-08-14,No,3,3,Yes,No,3
